"","V1","V2","V3","V4","V5","V6"
"72",1.96202298471261,1.96202298471261,1.97986915534383,1.97986915534383,1.94286238626689,1.94286238626689
"73",1.85704029227451,1.85704029227451,1.95548831933802,1.95548831933802,1.9955798619763,1.9955798619763
"74",1.60923021875538,1.60923021875538,2.0151664824742,2.0151664824742,2.01509710744063,2.01509710744063
"75",1.94589818051152,1.94589818051153,2.27317021727774,2.27317021727774,2.04058518466893,2.04058518466892
"76",1.85604765956897,1.85604765956897,1.89958010210576,1.89958010210576,2.16410575363931,2.16410575363931
"77",2.05014254860019,2.05014254860019,2.04323594780548,2.04323594780548,1.91725267719865,1.91725267719865
"78",1.85549573311019,1.85549573311019,1.98662240243385,1.98662240243385,1.97762962740541,1.97762962740541
"79",2.00768953191075,2.00768953191075,2.23521803354764,2.23521803354764,2.07072252212697,2.07072252212697
"80",2.10334924140274,2.10334924140274,1.86534224132996,1.86534224132996,2.07634350290758,2.07634350290758
"81",2.03563416158654,2.03563416158654,1.99575647327864,1.99575647327864,1.88159840267013,1.88159840267013
"82",2.12619936163983,2.12619936163983,1.90660279364254,1.90660279364254,1.90768094048852,1.90768094048852
"83",2.00515376927236,2.00515376927236,1.90645332436071,1.90645332436071,1.92283667615632,1.92283667615632
"84",1.81833111054267,1.81833111054267,2.38304676004711,2.38304676004711,1.98802773537806,1.98802773537806
"85",1.9238816438406,1.9238816438406,1.88499954188829,1.8849995418883,1.93418281403905,1.93418281403905
"86",2.01707959706693,2.01707959706693,1.86551556751366,1.86551556751366,1.77604740015858,1.77604740015859
"87",1.85655924113944,1.85655924113944,1.85790915661076,1.85790915661076,1.90625846277915,1.90625846277915
"88",2.0117602199939,2.01176021999391,1.79927294625739,1.79927294625739,2.07830247618244,2.07830247618244
"89",2.04693179348557,2.04693179348557,2.27370468164159,2.27370468164159,2.06224245834355,2.06224245834356
"90",2.01731785210453,2.01731785210454,2.07709562491624,2.07709562491624,2.01095287530161,2.01095287530161
"91",2.18536247662336,2.18536247662336,1.8662753838159,1.8662753838159,2.09356572796577,2.09356572796577
"92",2.17348660864438,2.17348660864438,2.07905629345408,2.07905629345408,1.82954113616817,1.82954113616817
"93",1.93020410549266,1.93020410549266,1.95867587399444,1.95867587399444,2.13413891866207,2.13413891866207
"94",1.95415027616074,1.95415027616074,2.23487621522912,2.23487621522912,2.02093280368437,2.02093280368437
"95",2.29733664630488,2.29733664630488,2.0239862777299,2.0239862777299,1.68486382423152,1.68486382423152
"96",1.92454022264261,1.92454022264261,2.20984002023475,2.20984002023475,1.93642550481648,1.93642550481648
"97",1.99439327563629,1.99439327563629,2.06513265688253,2.06513265688253,2.01363681988784,2.01363681988784
"98",1.65406720066722,1.65406720066722,2.1093189788297,2.1093189788297,1.63955872952866,1.63955872952866
"99",2.14233067370943,2.14233067370943,2.16550761995019,2.16550761995019,2.21964292103998,2.21964292103998
"100",1.80440481666011,1.80440481666011,1.98357883124459,1.98357883124459,1.82612567206228,1.82612567206229
"101",1.96393220435158,1.96393220435158,1.93063154613923,1.93063154613923,2.11433405323544,2.11433405323545
"102",2.17878183338848,2.17878183338848,2.04797141425587,2.04797141425587,2.08429427454794,2.08429427454794
"103",1.94462564666929,1.94462564666929,1.75130560955427,1.75130560955427,1.9726970314772,1.97269703147721
"104",2.05337291382536,2.05337291382536,2.02002968718459,2.02002968718459,1.86322615753163,1.86322615753163
"105",2.37007154593524,2.37007154593524,2.10272205244016,2.10272205244016,1.90494652015884,1.90494652015884
"106",2.0686006855528,2.0686006855528,2.00027422666917,2.00027422666917,2.10775919471138,2.10775919471138
"107",2.00200204426193,2.00200204426193,1.89812102456673,1.89812102456673,2.01200419586921,2.01200419586921
"108",2.00055291768758,2.00055291768758,1.93744591891692,1.93744591891692,2.12783544536181,2.12783544536181
"109",2.03908566876692,2.03908566876692,1.99675287823791,1.99675287823791,1.96600896882009,1.96600896882009
"110",1.99598842938864,1.99598842938864,1.95801227231176,1.95801227231176,2.03728756217803,2.03728756217803
"111",2.1028484613045,2.1028484613045,1.74373392271686,1.74373392271686,2.19747103745043,2.19747103745043
"112",1.61099326096208,1.61099326096208,2.06656235627594,2.06656235627594,1.97179954758881,1.97179954758881
"113",2.09243759322765,2.09243759322765,2.0775252583421,2.0775252583421,1.97822358533963,1.97822358533963
"114",2.23458118936324,2.23458118936324,1.93477692304823,1.93477692304823,1.96327115543512,1.96327115543512
"115",2.11343801326633,2.11343801326633,1.76274398676462,1.76274398676462,1.83370882859124,1.83370882859124
"116",1.65201561893321,1.65201561893321,1.77630567356375,1.77630567356375,1.94375960519731,1.94375960519731
"117",1.92043769098127,1.92043769098127,1.73427721623101,1.73427721623101,2.10966946403555,2.10966946403555
"118",2.10508370637511,2.10508370637511,2.23178878304502,2.23178878304502,2.19526650090815,2.19526650090815
"119",1.75394130907691,1.75394130907691,1.73003761020342,1.73003761020342,1.91899129112273,1.91899129112274
"120",1.91318378841291,1.91318378841291,2.0318175772585,2.0318175772585,2.04074277378581,2.04074277378581
"121",1.95724611963374,1.95724611963374,1.92222190865832,1.92222190865831,1.91073029188348,1.91073029188348
"122",2.34276858918699,2.342768589187,2.18061309521587,2.18061309521587,2.05431276958586,2.05431276958586
"123",2.07476416654174,2.07476416654174,2.17496822243768,2.17496822243768,2.15456215824731,2.15456215824731
"124",2.06256837087036,2.06256837087036,2.15954082676401,2.15954082676401,1.93804016274368,1.93804016274368
"125",1.94706430190936,1.94706430190936,2.19778561857775,2.19778561857775,2.21377165371189,2.21377165371189
"126",2.19488084104448,2.19488084104448,1.95658090613272,1.95658090613272,1.99951376120675,1.99951376120675
"127",2.34747626323051,2.34747626323051,2.15040390682556,2.15040390682556,1.9077542703573,1.9077542703573
"128",2.35208408397962,2.35208408397962,1.89692129930545,1.89692129930545,2.04955620621758,2.04955620621758
"129",2.25202696445701,2.25202696445701,2.0556348786754,2.0556348786754,2.09415248997429,2.0941524899743
"130",2.00985250049369,2.00985250049369,2.06332168643223,2.06332168643223,2.04070936513113,2.04070936513113
"131",1.85044182294605,1.85044182294606,1.80946132612282,1.80946132612282,2.01879494896476,2.01879494896476
"132",2.03396577729142,2.03396577729142,2.30419517674341,2.30419517674341,1.98959489807565,1.98959489807565
"133",1.96768219063496,1.96768219063496,1.83593366773199,1.83593366773199,2.07562091816975,2.07562091816975
"134",1.70246770037477,1.70246770037477,2.12951994525881,2.12951994525881,1.85961046152614,1.85961046152614
"135",1.9664799855339,1.9664799855339,2.02517209724932,2.02517209724932,2.17712242024113,2.17712242024113
"136",1.8939462206453,1.8939462206453,2.18170825450391,2.18170825450391,1.89525526761565,1.89525526761565
"137",2.16044432151119,2.1604443215112,2.01172096017084,2.01172096017084,2.23431137092353,2.23431137092353
"138",1.97201674308045,1.97201674308044,2.1512718517047,2.1512718517047,1.97644594529137,1.97644594529137
"139",2.19432144455324,2.19432144455324,2.06914943171503,2.06914943171503,1.90136877199117,1.90136877199118
"140",1.66620995728054,1.66620995728054,2.0480227753001,2.0480227753001,1.91556921624169,1.91556921624169
"141",1.91309525099252,1.91309525099253,2.04082248479069,2.04082248479069,2.03286941522432,2.03286941522432
"142",1.81189579574408,1.81189579574408,1.92136491743895,1.92136491743895,1.98730341028695,1.98730341028695
"143",2.2090289538606,2.2090289538606,2.11119356776611,2.11119356776611,2.06920694335583,2.06920694335583
"144",2.18606646968666,2.18606646968666,1.79806905458323,1.79806905458323,1.86074841011849,1.86074841011849
"145",2.06841597986071,2.06841597986071,2.09144087466921,2.09144087466921,2.05167903679878,2.05167903679878
"146",1.76875542036026,1.76875542036026,2.20944745487602,2.20944745487602,2.09889654226074,2.09889654226074
"147",2.36233761295475,2.36233761295475,2.08575335350035,2.08575335350035,2.06066607326972,2.06066607326973
"148",1.85010501661267,1.85010501661267,1.78968965964872,1.78968965964872,2.22752586989633,2.22752586989633
"149",1.96922389036869,1.96922389036869,2.10817305565301,2.10817305565301,2.01145509948727,2.01145509948727
"150",1.96414401435968,1.96414401435968,2.1506874251819,2.1506874251819,2.13577201537771,2.13577201537771
"151",1.7661911039679,1.76619110396791,1.71305243787904,1.71305243787904,2.02740043645029,2.02740043645029
"152",2.26777200141011,2.26777200141011,1.8100493841039,1.8100493841039,1.88746517024954,1.88746517024954
"153",1.69893011994128,1.69893011994128,2.19620231266262,2.19620231266262,2.15142992083786,2.15142992083786
"154",1.79473777890082,1.79473777890082,1.98597950039638,1.98597950039638,1.66858357143332,1.66858357143332
"155",1.85496897245025,1.85496897245025,1.96583189723502,1.96583189723502,2.09017894186952,2.09017894186952
"156",2.09048510051658,2.09048510051658,2.14454327399177,2.14454327399177,1.86807842260357,1.86807842260357
"157",2.31712910419452,2.31712910419452,2.09017170576619,2.0901717057662,1.94347819565806,1.94347819565806
"158",2.32768371061094,2.32768371061094,2.06965027965698,2.06965027965698,1.86931741697841,1.86931741697841
"159",2.0765727304222,2.0765727304222,1.81042800019036,1.81042800019036,1.99551884219275,1.99551884219275
"160",2.28126555462575,2.28126555462575,2.03827268903278,2.03827268903278,2.17236221300329,2.17236221300329
"161",1.83207495760777,1.83207495760777,2.04505911146133,2.04505911146133,2.05635221618374,2.05635221618374
"162",1.97185364856492,1.97185364856492,1.94663714910391,1.94663714910391,2.11770527379114,2.11770527379114
"163",2.36612982301326,2.36612982301326,2.07280692567054,2.07280692567055,2.04817908925839,2.04817908925839
"164",1.96295538433269,1.96295538433269,1.93228448593769,1.9322844859377,1.98081678328419,1.98081678328419
"165",1.76818167545144,1.76818167545144,2.00576452471841,2.00576452471841,2.00564944322338,2.00564944322338
"166",1.9084094115852,1.9084094115852,1.83524987320593,1.83524987320593,2.1540148378143,2.1540148378143
"167",1.99346398293919,1.99346398293919,2.09735417165542,2.09735417165543,1.84032215796388,1.84032215796388
"168",2.07094344376286,2.07094344376286,2.32899955498034,2.32899955498034,2.11036643120791,2.11036643120791
"169",1.7061231119293,1.7061231119293,2.13553847782581,2.13553847782581,1.85476119478149,1.85476119478149
"170",2.15153490998898,2.15153490998898,1.92090328019422,1.92090328019422,2.03152169980815,2.03152169980815
"171",2.09605546263239,2.09605546263239,2.29704386498787,2.29704386498787,2.11904087374019,2.11904087374019
"172",2.09133801336098,2.09133801336098,2.11501227178945,2.11501227178945,1.89819826299695,1.89819826299695
"173",1.94983312491949,1.94983312491949,1.96333250858052,1.96333250858052,1.91058354231013,1.91058354231013
"174",1.96452970550751,1.96452970550751,2.11364124847762,2.11364124847762,1.90530245698004,1.90530245698004
"175",2.12628372104058,2.12628372104058,2.16438266830451,2.16438266830451,1.91128926805461,1.91128926805461
"176",1.45413877294372,1.45413877294372,1.90333206219525,1.90333206219525,2.20419842869742,2.20419842869742
"177",1.81904192947665,1.81904192947665,1.86737212880782,1.86737212880782,2.07237316516587,2.07237316516587
"178",2.08970324175436,2.08970324175436,2.03244892247681,2.03244892247681,2.1524088639834,2.1524088639834
"179",2.0251122285009,2.0251122285009,2.07086183990596,2.07086183990596,2.15682437730142,2.15682437730142
"180",1.97114927296053,1.97114927296053,1.85009998737546,1.85009998737546,1.94641911032173,1.94641911032173
"181",2.16362239289064,2.16362239289063,2.13692898224755,2.13692898224755,2.11405804189962,2.11405804189962
"182",2.52775313712182,2.52775313712182,1.99474224628739,1.99474224628739,2.17008224163215,2.17008224163215
"183",2.18928113180447,2.18928113180447,1.92594623477975,1.92594623477975,2.23039812130369,2.23039812130369
"184",1.91327064813614,1.91327064813614,1.88431920250848,1.88431920250848,1.87121379612796,1.87121379612796
"185",2.31340172449745,2.31340172449746,1.95561079206852,1.95561079206852,2.0505422183654,2.0505422183654
"186",2.16454695015219,2.16454695015219,2.04109392370199,2.041093923702,2.19144631305647,2.19144631305647
"187",1.79432889999798,1.79432889999798,2.12817128094619,2.12817128094619,2.11264087516779,2.11264087516779
"188",2.19093989360717,2.19093989360717,1.98344826657044,1.98344826657044,2.08940812833118,2.08940812833118
"189",1.82249603607504,1.82249603607504,1.87336589195647,1.87336589195648,2.16566757884921,2.16566757884921
"190",2.05594041093596,2.05594041093596,2.11643874544509,2.11643874544509,1.87166047550247,1.87166047550247
"191",1.7937006469941,1.7937006469941,2.0760063327957,2.0760063327957,1.76750479552799,1.76750479552799
"192",1.45535887470424,1.45535887470424,2.02303308499797,2.02303308499797,2.14133683273646,2.14133683273646
"193",2.25072625439572,2.25072625439572,2.04638202080985,2.04638202080985,2.03740976356628,2.03740976356628
"194",2.29946924779052,2.29946924779052,2.08079889327911,2.08079889327911,2.17589196907981,2.17589196907981
"195",1.84235446551308,1.84235446551308,2.12081658278065,2.12081658278065,1.98853617090712,1.98853617090712
"196",2.00493426548053,2.00493426548053,1.7374340145314,1.7374340145314,1.95256141722434,1.95256141722434
"197",1.96838175323774,1.96838175323774,1.86652137003705,1.86652137003705,1.9890012496514,1.9890012496514
"198",2.2321063481242,2.2321063481242,1.97046776306003,1.97046776306003,2.062903574056,2.062903574056
"199",2.18466505503577,2.18466505503578,1.98819591454272,1.98819591454272,2.14478199511108,2.14478199511108
"200",2.03441986213386,2.03441986213386,2.24513307547846,2.24513307547846,1.91649374648886,1.91649374648886
"201",1.83390810164143,1.83390810164143,2.04110501812793,2.04110501812793,1.88218522825035,1.88218522825035
"202",1.80767328433658,1.80767328433658,1.8488517950218,1.8488517950218,1.93628373059237,1.93628373059238
"203",2.05889093436184,2.05889093436184,1.92510154922418,1.92510154922418,2.09953409930946,2.09953409930946
"204",1.68816814190673,1.68816814190673,1.81108719158177,1.81108719158177,2.0012695652997,2.0012695652997
"205",1.65417929720439,1.65417929720439,2.0136437509735,2.0136437509735,1.82450905862142,1.82450905862142
"206",1.96849305452179,1.96849305452179,2.02269420679939,2.02269420679939,1.80861324599341,1.80861324599341
"207",2.39682671742991,2.39682671742991,2.28152418684727,2.28152418684727,1.83625702200967,1.83625702200967
"208",1.79380213502948,1.79380213502948,2.0872826540748,2.0872826540748,2.03167998930719,2.03167998930719
"209",2.08903624524718,2.08903624524718,1.79691231537001,1.79691231537001,1.97242898837894,1.97242898837894
"210",1.73146601038267,1.73146601038267,2.02939013067811,2.02939013067811,2.03351636300116,2.03351636300116
"211",1.85724309758986,1.85724309758986,2.13644483532184,2.13644483532184,1.82790713307805,1.82790713307805
"212",2.22780959426243,2.22780959426243,1.92640506103052,1.92640506103052,1.86538098004152,1.86538098004152
"213",1.75429783671046,1.75429783671046,1.89456203012653,1.89456203012653,1.96917327497232,1.96917327497232
"214",1.90963245970527,1.90963245970527,2.20866384016238,2.20866384016238,2.12394936464939,2.12394936464939
"215",1.92453533495406,1.92453533495406,1.94567429979794,1.94567429979794,1.87937949771399,1.87937949771399
"216",2.05947850819393,2.05947850819393,1.88309015085759,1.88309015085759,1.97863930129076,1.97863930129076
"217",1.90260637025372,1.90260637025372,1.9419809475597,1.9419809475597,1.89032605645612,1.89032605645612
"218",2.1273247699856,2.1273247699856,1.88327645179709,1.88327645179709,1.97123499150619,1.97123499150619
"219",1.74496382535392,1.74496382535392,2.0822327566008,2.0822327566008,2.04181051486987,2.04181051486987
"220",1.65971088081332,1.65971088081332,1.89596923224703,1.89596923224703,1.7166390691839,1.7166390691839
"221",2.35179741948552,2.35179741948552,2.20137616069395,2.20137616069395,2.05387860823315,2.05387860823315
"222",2.10116635973651,2.10116635973651,2.16128528928472,2.16128528928472,1.92638773624783,1.92638773624783
"223",2.11178562826242,2.11178562826242,1.9540947237679,1.9540947237679,1.9950630313355,1.9950630313355
"224",2.0737471255431,2.0737471255431,2.06566637157393,2.06566637157393,1.93114965423499,1.93114965423499
"225",1.6502055961501,1.6502055961501,2.30947942173829,2.30947942173829,2.04681796068052,2.04681796068052
"226",2.33385160753797,2.33385160753797,2.05376088489021,2.05376088489021,2.01636442638846,2.01636442638846
"227",1.97972766920124,1.97972766920124,1.97870264934432,1.97870264934432,1.92654237540715,1.92654237540715
"228",2.17711348498439,2.17711348498439,2.28263220263494,2.28263220263494,2.07102112836074,2.07102112836074
"229",1.86826150648043,1.86826150648044,2.18235203136323,2.18235203136323,1.91457878247014,1.91457878247014
"230",2.22956424934917,2.22956424934917,2.09392441761157,2.09392441761157,2.10277694660835,2.10277694660835
"231",1.80392719074087,1.80392719074087,2.18246273052954,2.18246273052954,2.1955945053771,2.1955945053771
"232",2.04487591781009,2.04487591781009,1.87867284403323,1.87867284403323,2.09695550393947,2.09695550393947
"233",2.20292688699221,2.20292688699221,2.03163713477988,2.03163713477988,1.95744568630879,1.95744568630879
"234",1.9593699726984,1.9593699726984,2.17781373950092,2.17781373950092,1.86913473453692,1.86913473453693
"235",2.25548582981567,2.25548582981567,1.97901707633216,1.97901707633216,1.93965178862467,1.93965178862467
"236",1.88850908054904,1.88850908054904,1.90173820316188,1.90173820316188,1.84212537380086,1.84212537380086
"237",1.6863550578824,1.6863550578824,2.09846456007262,2.09846456007262,1.90381782365369,1.9038178236537
"238",1.78738565759943,1.78738565759943,1.75322390917428,1.75322390917428,2.00740010101999,2.00740010101999
"239",2.02759236082035,2.02759236082035,2.16440112032448,2.16440112032448,2.06379537317701,2.06379537317701
"240",1.63429628555349,1.6342962855535,1.96296287535082,1.96296287535082,2.10117470999054,2.10117470999054
"241",1.40084600317608,1.40084600317608,1.9611846997462,1.9611846997462,1.97111642214046,1.97111642214046
"242",2.23845439996464,2.23845439996464,1.96593615754105,1.96593615754105,2.12696788516813,2.12696788516813
"243",1.76897081646178,1.76897081646178,1.98324010158794,1.98324010158794,2.03940981275871,2.03940981275871
"244",2.18036294452171,2.18036294452171,1.8608707926074,1.8608707926074,1.9252835849475,1.9252835849475
"245",1.86470937246288,1.86470937246289,2.16677352323168,2.16677352323168,1.90737332494958,1.90737332494958
"246",1.91905010429511,1.91905010429511,2.22508168254738,2.22508168254738,2.0614479468342,2.0614479468342
"247",2.22401049977905,2.22401049977905,1.99324867215841,1.99324867215841,1.93952291983036,1.93952291983036
"248",2.2651383240024,2.2651383240024,2.15341071979212,2.15341071979212,2.09153397325357,2.09153397325357
"249",2.18052658183385,2.18052658183385,2.05385164632729,2.05385164632729,2.20868698546826,2.20868698546826
"250",1.7355124693312,1.7355124693312,2.11878375318825,2.11878375318825,2.0441116520252,2.0441116520252
"251",2.1193760720256,2.1193760720256,2.0403813032002,2.0403813032002,1.97985331412219,1.97985331412219
"252",1.8574312180098,1.8574312180098,2.01116847893128,2.01116847893129,2.10610577604254,2.10610577604254
"253",1.90365021301398,1.90365021301398,2.07425713909057,2.07425713909057,1.98940398718818,1.98940398718818
"254",2.09417726992868,2.09417726992868,2.26087253877377,2.26087253877377,1.98059733725337,1.98059733725337
"255",1.65833739702682,1.65833739702682,1.81439086780092,1.81439086780092,1.96487790093136,1.96487790093136
"256",2.12735052651208,2.12735052651208,1.97522513742138,1.97522513742138,2.03416403397306,2.03416403397306
"257",1.97403034101685,1.97403034101685,1.82444311460024,1.82444311460024,2.05250756446338,2.05250756446338
"258",1.95209638392147,1.95209638392147,2.06798171053942,2.06798171053942,1.86783157931322,1.86783157931322
"259",2.30692262432875,2.30692262432875,1.96555091247914,1.96555091247914,1.98614972981161,1.98614972981161
"260",2.14201079889082,2.14201079889082,1.9045626546297,1.9045626546297,1.93593791589493,1.93593791589492
"261",1.81539890021247,1.81539890021247,2.12074094153048,2.12074094153048,2.02826940407301,2.02826940407301
"262",1.7357856320745,1.7357856320745,1.78667720690385,1.78667720690385,2.02632002868551,2.02632002868551
"263",2.02693829538063,2.02693829538063,1.94371681441857,1.94371681441857,1.90809028237349,1.90809028237349
"264",2.18493599283339,2.18493599283339,1.71983438665893,1.71983438665893,1.98090263215238,1.98090263215238
"265",2.2011313046218,2.2011313046218,1.89505642086588,1.89505642086588,1.90184065479874,1.90184065479874
"266",2.04845822224461,2.04845822224461,2.01796077937127,2.01796077937127,1.85038786827512,1.85038786827512
"267",2.19015145725235,2.19015145725235,2.17412333878406,2.17412333878406,2.01900939152805,2.01900939152805
"268",2.29234134855789,2.29234134855789,1.99516986887242,1.99516986887242,1.81731454023365,1.81731454023365
"269",2.19194816376863,2.19194816376863,1.78786236887444,1.78786236887444,1.99975695220378,1.99975695220378
"270",2.26107197400701,2.26107197400701,2.18673452386261,2.18673452386261,1.87190110202233,1.87190110202233
"271",2.04885661706178,2.04885661706178,2.15825653818537,2.15825653818537,2.10594471117552,2.10594471117552
"272",1.91198628800164,1.91198628800165,1.92681017657674,1.92681017657674,1.71623254446632,1.71623254446632
"273",1.94764108613405,1.94764108613405,2.02529955212771,2.02529955212772,2.03936300059261,2.03936300059261
